10,"※大項目","地域コード","地域識別コード","境域年次(2010)","境域年次(2000)","","人口　平成22年　(a)","人口　平成17年（組替） 2)","平成17年〜22年の人口増減数 2)","平成17年〜22年の人口増減率（％） 2)","面積（km2）　(b) 1)2)","人口密度"
3252,"","34100","9","","2000","　　(旧 100 広島市)",1167259,1147101,20158,1.7572994880,741.75,1573.7
3253,"","34101","0","2010","2000","広島市 中区",130482,127763,2719,2.1281591697,15.34,8506.0
3254,"","34102","0","2010","2000","広島市 東区",120751,121222,-471,-0.3885433337,39.38,3066.3
3255,"","34103","0","2010","2000","広島市 南区",138190,137874,316,0.2291947720,26.09,5296.7
3256,"","34104","0","2010","2000","広島市 西区",186985,184795,2190,1.1850969994,35.67,5242.1
3257,"","34105","0","2010","2000","広島市 安佐南区",233733,219343,14390,6.5605011329,117.21,1994.1
3258,"","34106","0","2010","2000","広島市 安佐北区",149633,152716,-3083,-2.0187799576,353.35,423.5
3259,"","34107","0","2010","2000","広島市 安芸区",78789,76656,2133,2.7825610520,94.01,838.1
3260,"","34108","0","2010","","広島市 佐伯区",135280,134022,1258,0.9386518631,224.36,603.0
3261,"","34108","9","","2000","　　(旧 108 広島市 佐伯区)",128696,126732,1964,1.5497269829,61.00,2109.8
3262,"","34108","9","","2000","　　(旧 324 湯来町)",6584,7290,-706,-9.6844993141,162.87,40.4
3263,"","34202","2","2010","","呉市",239973,251003,-11030,-4.3943697884,353.84,678.2
3264,"","34202","9","","2000","　　(旧 202 呉市)",192410,199251,-6841,-3.4333579254,146.35,1314.7
3265,"","34202","9","","2000","　　(旧 311 音戸町)",12702,13895,-1193,-8.5858222382,18.73,678.2
3266,"","34202","9","","2000","　　(旧 312 倉橋町)",6250,6857,-607,-8.8522677556,54.44,114.8
3267,"","34202","9","","2000","　　(旧 313 下蒲刈町)",1635,1974,-339,-17.1732522796,8.68,188.4
3268,"","34202","9","","2000","　　(旧 314 蒲刈町)",2060,2391,-331,-13.8435800920,18.87,109.2
3269,"","34202","9","","2000","　　(旧 423 安浦町)",11763,12336,-573,-4.6449416342,63.53,185.2
3270,"","34202","9","","2000","　　(旧 424 川尻町)",9129,9734,-605,-6.2153277173,16.85,541.8
3271,"","34202","9","","2000","　　(旧 425 豊浜町)",1763,1954,-191,-9.7748208802,11.64,151.5
3272,"","34202","9","","2000","　　(旧 426 豊町)",2261,2611,-350,-13.4048257373,14.08,160.6
3273,"","34203","2","2010","2000","竹原市",28644,30657,-2013,-6.5662002153,118.30,242.1
3274,"","34204","2","2010","","三原市",100509,104196,-3687,-3.5385235518,471.13,213.3
3275,"","34204","9","","2000","　　(旧 204 三原市)",78262,80990,-2728,-3.3683170762,204.74,382.3
3276,"","34204","9","","2000","　　(旧 407 大和町)",6541,7142,-601,-8.4150098012,121.88,53.7
3277,"","34204","9","","2000","　　(旧 421 本郷町)",10979,10880,99,0.9099264706,82.19,133.6
3278,"","34204","9","","2000","　　(旧 442 久井町)",4727,5184,-457,-8.8155864198,62.17,76.0
3279,"","34205","2","2010","","尾道市",145202,150225,-5023,-3.3436511899,284.85,509.7
3280,"","34205","9","","2000","　　(旧 205 尾道市)",88569,90873,-2304,-2.5354065564,110.95,798.3
3281,"","34205","9","","2000","　　(旧 206 因島市)",25430,26677,-1247,-4.6744386550,39.76,639.6
3282,"","34205","9","","2000","　　(旧 430 瀬戸田町)",8747,9062,-315,-3.4760538512,32.75,267.1
3283,"","34205","9","","2000","　　(旧 441 御調町)",7555,7839,-284,-3.6229110856,82.98,91.0
3284,"","34205","9","","2000","　　(旧 444 向島町)",14901,15774,-873,-5.5344237353,18.40,809.8
3285,"","34207","2","2010","","福山市",461357,459087,2270,0.4944596558,518.11,890.5
3286,"","34207","9","","2000","　　(旧 207 福山市)",383330,381775,1555,0.4073079694,364.49,1051.7
3287,"","34207","9","","2000","　　(旧 481 内海町)",2837,3066,-229,-7.4690150033,12.67,223.9
3288,"","34207","9","","2000","　　(旧 482 沼隈町)",12216,12492,-276,-2.2094140250,30.93,395.0
3289,"","34207","9","","2000","　　(旧 501 神辺町)",42140,40578,1562,3.8493765094,56.81,741.8
3290,"","34207","9","","2000","　　(旧 524 新市町)",20834,21176,-342,-1.6150358897,53.10,392.4
3291,"","34208","2","2010","","府中市",42563,45188,-2625,-5.8090643534,195.71,217.5
3292,"","34208","9","","2000","　　(旧 208 府中市)",37188,39345,-2157,-5.4822722074,110.18,337.5
3293,"","34208","9","","2000","　　(旧 561 上下町)",5375,5843,-468,-8.0095841177,85.53,62.8
3294,"","34209","2","2010","","三次市",56605,59314,-2709,-4.5672185319,778.19,72.7
3295,"","34209","9","","2000","　　(旧 209 三次市)",38013,38923,-910,-2.3379492845,251.55,151.1
3296,"","34209","9","","2000","　　(旧 563 甲奴町)",2742,3017,-275,-9.1150149155,65.17,42.1
3297,"","34209","9","","2000","　　(旧 581 君田村)",1666,1836,-170,-9.2592592593,85.87,19.4
3298,"","34209","9","","2000","　　(旧 582 布野村)",1632,1809,-177,-9.7844112769,83.04,19.7
3299,"","34209","9","","2000","　　(旧 583 作木村)",1593,1799,-206,-11.4508060033,91.92,17.3
3300,"","34209","9","","2000","　　(旧 584 吉舎町)",4277,4730,-453,-9.5771670190,84.07,50.9
3301,"","34209","9","","2000","　　(旧 585 三良坂町)",3512,3711,-199,-5.3624360011,43.68,80.4
3302,"","34209","9","","2000","　　(旧 586 三和町)",3170,3489,-319,-9.1430209229,73.32,43.2
3303,"","34210","2","2010","","庄原市",40244,43149,-2905,-6.7324851097,1246.60,32.3
3304,"","34210","9","","2000","　　(旧 210 庄原市)",19747,20738,-991,-4.7786671810,243.55,81.1
3305,"","34210","9","","2000","　　(旧 562 総領町)",1592,1758,-166,-9.4425483504,70.61,22.5
3306,"","34210","9","","2000","　　(旧 601 西城町)",4096,4505,-409,-9.0788013319,226.91,18.1
3307,"","34210","9","","2000","　　(旧 602 東城町)",8839,9700,-861,-8.8762886598,304.92,29.0
3308,"","34210","9","","2000","　　(旧 603 口和町)",2293,2458,-165,-6.7127746135,110.13,20.8
3309,"","34210","9","","2000","　　(旧 604 高野町)",2086,2176,-90,-4.1360294118,159.18,13.1
3310,"","34210","9","","2000","　　(旧 605 比和町)",1591,1814,-223,-12.2932745314,131.30,12.1
3311,"","34211","2","2010","2000","大竹市",28836,30279,-1443,-4.7656791836,78.57,367.0
3312,"","34212","2","2010","","東広島市",190135,184430,5705,3.0933145367,635.32,299.3
3313,"","34212","9","","2000","　　(旧 212 東広島市)",142271,133967,8304,6.1985414318,288.45,493.2
3314,"","34212","9","","2000","　　(旧 402 黒瀬町)",24410,25287,-877,-3.4681852335,63.84,382.4
3315,"","34212","9","","2000","　　(旧 405 福富町)",2626,2814,-188,-6.6808813077,60.71,43.3
3316,"","34212","9","","2000","　　(旧 406 豊栄町)",3675,4131,-456,-11.0384894699,72.56,50.6
3317,"","34212","9","","2000","　　(旧 408 河内町)",6234,6484,-250,-3.8556446638,84.68,73.6
3318,"","34212","9","","2000","　　(旧 422 安芸津町)",10919,11747,-828,-7.0486081553,65.08,167.8
3319,"","34213","2","2010","","廿日市市",114038,115530,-1492,-1.2914394530,489.36,233.0
3320,"","34213","9","","2000","　　(旧 213 廿日市市)",74023,74392,-369,-0.4960210775,47.89,1545.7
3321,"","34213","9","","2000","　　(旧 323 大野町)",26778,26442,336,1.2707056955,70.75,378.5
3322,"","34213","9","","2000","　　(旧 325 佐伯町)",10773,11953,-1180,-9.8719986614,194.83,55.3
3323,"","34213","9","","2000","　　(旧 326 吉和村)",704,799,-95,-11.8898623279,145.50,4.8
3324,"","34213","9","","2000","　　(旧 327 宮島町)",1760,1944,-184,-9.4650205761,30.39,57.9
3325,"","34214","2","2010","","安芸高田市",31487,33096,-1609,-4.8616146966,537.79,58.5
3326,"","34214","9","","2000","　　(旧 381 吉田町)",11092,11361,-269,-2.3677493178,84.81,130.8
3327,"","34214","9","","2000","　　(旧 382 八千代町)",4368,4355,13,0.2985074627,50.60,86.3
3328,"","34214","9","","2000","　　(旧 383 美土里町)",2980,3269,-289,-8.8406240441,123.25,24.2
3329,"","34214","9","","2000","　　(旧 384 高宮町)",3753,4155,-402,-9.6750902527,124.46,30.2
3330,"","34214","9","","2000","　　(旧 385 甲田町)",5142,5561,-419,-7.5346160762,72.50,70.9
3331,"","34214","9","","2000","　　(旧 386 向原町)",4152,4395,-243,-5.5290102389,82.12,50.6
3332,"","34215","2","2010","","江田島市",27031,29939,-2908,-9.7130832693,100.97,267.7
3333,"","34215","9","","2000","　　(旧 310 江田島町)",10674,12085,-1411,-11.6756309475,30.12,354.4
3334,"","34215","9","","2000","　　(旧 328 能美町)",5402,5812,-410,-7.0543702684,16.58,325.8
3335,"","34215","9","","2000","　　(旧 329 沖美町)",3393,3659,-266,-7.2697458322,27.60,122.9
3336,"","34215","9","","2000","　　(旧 330 大柿町)",7562,8383,-821,-9.7936299654,26.58,284.5
3337,"","34300","c","2010","2000","安芸郡",116712,117371,-659,-0.5614674834,73.55,1586.8
3338,"","34302","3","2010","2000","府中町",50442,50732,-290,-0.5716313175,10.45,4827.0
3339,"","34304","3","2010","2000","海田町",28475,29137,-662,-2.2720252600,13.81,2061.9
3340,"","34307","3","2010","2000","熊野町",24533,25103,-570,-2.2706449428,33.62,729.7
3341,"","34309","3","2010","2000","坂町",13262,12399,863,6.9602387289,15.67,846.3
3342,"","34360","c","2010","2000","山県郡",27224,29095,-1871,-6.4306581887,988.49,27.5
3343,"","34368","3","2010","","安芸太田町",7255,8238,-983,-11.9325078903,342.25,21.2
3344,"","34368","9","","2000","　　(旧 361 加計町)",3621,4146,-525,-12.6628075253,96.09,37.7
3345,"","34368","9","","2000","　　(旧 362 筒賀村)",1022,1139,-117,-10.2721685689,54.07,18.9
3346,"","34368","9","","2000","　　(旧 363 戸河内町)",2612,2953,-341,-11.5475787335,192.09,13.6
3347,"","34369","3","2010","","北広島町",19969,20857,-888,-4.2575634080,646.24,30.9
3348,"","34369","9","","2000","　　(旧 364 芸北町)",2440,2756,-316,-11.4658925980,253.63,9.6
3349,"","34369","9","","2000","　　(旧 365 大朝町)",3170,3437,-267,-7.7684026768,90.50,35.0
3350,"","34369","9","","2000","　　(旧 366 千代田町)",10552,10542,10,0.0948586606,171.07,61.7
3351,"","34369","9","","2000","　　(旧 367 豊平町)",3807,4122,-315,-7.6419213974,130.66,29.1
3352,"","34420","c","2010","2000","豊田郡",8448,9236,-788,-8.5318319619,43.29,195.1
3353,"","34431","3","2010","","大崎上島町",8448,9236,-788,-8.5318319619,43.29,195.1
3354,"","34431","9","","2000","　　(旧 427 大崎町)",3784,4021,-237,-5.8940562049,20.44,185.1
3355,"","34431","9","","2000","　　(旧 428 東野町)",2582,2808,-226,-8.0484330484,12.67,203.8
3356,"","34431","9","","2000","　　(旧 429 木江町)",2082,2407,-325,-13.5022850021,10.13,205.5
3357,"","34460","c","2010","2000","世羅郡",17549,18866,-1317,-6.9808120428,278.29,63.1
3358,"","34462","3","2010","","世羅町",17549,18866,-1317,-6.9808120428,278.29,63.1
3359,"","34462","9","","2000","　　(旧 461 甲山町)",6176,6583,-407,-6.1825915236,99.79,61.9
3360,"","34462","9","","2000","　　(旧 462 世羅町)",7918,8441,-523,-6.1959483474,109.36,72.4
3361,"","34462","9","","2000","　　(旧 463 世羅西町)",3455,3842,-387,-10.0728787090,69.14,50.0
3362,"","34540","c","2010","2000","神石郡",10350,11590,-1240,-10.6988783434,381.81,27.1
3363,"","34545","3","2010","","神石高原町",10350,11590,-1240,-10.6988783434,381.81,27.1
3364,"","34545","9","","2000","　　(旧 541 油木町)",2592,2989,-397,-13.2820341251,98.02,26.4
3365,"","34545","9","","2000","　　(旧 542 神石町)",2303,2578,-275,-10.6671838635,103.98,22.1
3366,"","34545","9","","2000","　　(旧 543 豊松村)",1464,1696,-232,-13.6792452830,52.35,28.0
3367,"","34545","9","","2000","　　(旧 544 三和町)",3991,4327,-336,-7.7651952854,127.46,31.3
3368,"","35000","a","2010","2000","山口県",1451338,1492606,-41268,-2.7648287626,6113.95,237.4
3369,"","35001","b","2010","2000","山口県 市部",1389324,1426476,-37152,-2.6044602223,5729.52,242.5
3370,"","35002","b","2010","2000","山口県 郡部",62014,66130,-4116,-6.2241040375,384.43,161.3
3371,"","35201","2","2010","","下関市",280947,290693,-9746,-3.3526779111,716.15,392.3
3372,"","35201","9","","2000","　　(旧 201 下関市)",237607,244197,-6590,-2.6986408514,224.09,1060.3
3373,"","35201","9","","2000","　　(旧 441 菊川町)",7978,8312,-334,-4.0182868142,83.78,95.2
3374,"","35201","9","","2000","　　(旧 442 豊田町)",5987,6435,-448,-6.9619269619,163.47,36.6
3375,"","35201","9","","2000","　　(旧 443 豊浦町)",18754,19753,-999,-5.0574596264,75.84,247.3
3376,"","35201","9","","2000","　　(旧 444 豊北町)",10621,11996,-1375,-11.4621540514,168.61,63.0
3377,"","35202","2","2010","","宇部市",173772,178955,-5183,-2.8962588360,287.71,604.0
3378,"","35202","9","","2000","　　(旧 202 宇部市)",167105,171758,-4653,-2.7090441202,210.44,794.1
3379,"","35202","9","","2000","　　(旧 421 楠町)",6667,7197,-530,-7.3641795192,77.02,86.6
3380,"","35203","2","2010","","山口市",196628,199297,-2669,-1.3392073137,1023.31,192.1
3381,"","35203","9","","2000","　　(旧 203 山口市)",142535,144257,-1722,-1.1937029052,356.90,399.4
3382,"","35203","9","","2000","　　(旧 381 徳地町)",6771,7683,-912,-11.8703631394,290.35,23.3
3383,"","35203","9","","2000","　　(旧 401 秋穂町)",7262,7697,-435,-5.6515525529,24.09,301.5
3384,"","35203","9","","2000","　　(旧 402 小郡町)",24250,23009,1241,5.3935416576,33.40,726.0
3385,"","35203","9","","2000","　　(旧 403 阿知須町)",9176,9031,145,1.6055807773,25.49,360.0
3386,"","35203","9","","2000","　　(旧 504 阿東町)",6634,7620,-986,-12.9396325459,293.08,22.6
3387,"","35204","2","2010","","萩市",53747,57990,-4243,-7.3167787550,698.79,76.9
3388,"","35204","9","","2000","　　(旧 204 萩市)",40989,43705,-2716,-6.2143919460,138.26,296.5
3389,"","35204","9","","2000","　　(旧 501 川上村)",983,1123,-140,-12.4666073019,93.22,10.5
3390,"","35204","9","","2000","　　(旧 503 田万川町)",3055,3407,-352,-10.3316700910,78.21,39.1
3391,"","35204","9","","2000","　　(旧 505 むつみ村)",1731,1970,-239,-12.1319796954,69.66,24.8
3392,"","35204","9","","2000","　　(旧 506 須佐町)",3088,3409,-321,-9.4162511000,87.15,35.4
3393,"","35204","9","","2000","　　(旧 507 旭村)",1795,2010,-215,-10.6965174129,134.04,13.4
3394,"","35204","9","","2000","　　(旧 508 福栄村)",2106,2366,-260,-10.9890109890,98.30,21.4
3395,"","35206","2","2010","2000","防府市",116611,116818,-207,-0.1771987194,188.59,618.3
3396,"","35207","2","2010","2000","下松市",55012,53509,1503,2.8088732737,89.37,615.6
3397,"","35208","2","2010","","岩国市",143857,149702,-5845,-3.9044234546,873.80,164.6
3398,"","35208","9","","2000","　　(旧 208 岩国市)",100166,103507,-3341,-3.2278010183,221.16,452.9
3399,"","35208","9","","2000","　　(旧 322 由宇町)",9113,9454,-341,-3.6069388619,29.18,312.3
3400,"","35208","9","","2000","　　(旧 323 玖珂町)",11123,11118,5,0.0449721173,23.20,479.4
3401,"","35208","9","","2000","　　(旧 324 本郷村)",1102,1239,-137,-11.0573042776,40.35,27.3
3402,"","35208","9","","2000","　　(旧 325 周東町)",13399,14100,-701,-4.9716312057,144.02,93.0
3403,"","35208","9","","2000","　　(旧 326 錦町)",3277,3792,-515,-13.5812236287,210.32,15.6
3404,"","35208","9","","2000","　　(旧 328 美川町)",1305,1637,-332,-20.2810018326,75.85,17.2
3405,"","35208","9","","2000","　　(旧 329 美和町)",4372,4855,-483,-9.9485066941,127.53,34.3
3406,"","35210","2","2010","","光市",53004,53971,-967,-1.7917029516,91.94,576.5
3407,"","35210","9","","2000","　　(旧 210 光市)",45556,46073,-517,-1.1221322684,59.85,761.2
3408,"","35210","9","","2000","　　(旧 342 大和町)",7448,7898,-450,-5.6976449734,32.09,232.1
3409,"","35211","2","2010","","長門市",38349,41127,-2778,-6.7546867022,357.94,107.1
3410,"","35211","9","","2000","　　(旧 211 長門市)",21544,22840,-1296,-5.6742556918,152.40,141.4
3411,"","35211","9","","2000","　　(旧 481 三隅町)",5842,6273,-431,-6.8707157660,67.40,86.7
3412,"","35211","9","","2000","　　(旧 482 日置町)",4331,4557,-226,-4.9594031161,44.82,96.6
3413,"","35211","9","","2000","　　(旧 483 油谷町)",6632,7457,-825,-11.0634303339,93.27,71.1
3414,"","35212","2","2010","","柳井市",34730,35927,-1197,-3.3317560609,139.90,248.2
3415,"","35212","9","","2000","　　(旧 212 柳井市)",31495,32471,-976,-3.0057589849,127.86,246.3
3416,"","35212","9","","2000","　　(旧 327 大畠町)",3235,3456,-221,-6.3946759259,12.01,269.4
3417,"","35213","2","2010","","美祢市",28630,29839,-1209,-4.0517443614,472.71,60.6
3418,"","35213","9","","2000","　　(旧 213 美祢市)",17517,17754,-237,-1.3349104427,228.25,76.7
3419,"","35213","9","","2000","　　(旧 461 美東町)",5663,6114,-451,-7.3765129212,129.49,43.7
3420,"","35213","9","","2000","　　(旧 462 秋芳町)",5450,5971,-521,-8.7255066153,114.97,47.4
3421,"","35215","2","2010","","周南市",149487,152387,-2900,-1.9030494727,656.32,227.8
3422,"","35215","9","","2000","　　(旧 205 徳山市)",98834,100728,-1894,-1.8803113335,339.83,290.8
3423,"","35215","9","","2000","　　(旧 214 新南陽市)",31101,31638,-537,-1.6973260004,64.21,484.4
3424,"","35215","9","","2000","　　(旧 345 熊毛町)",15812,15899,-87,-0.5472042267,70.50,224.3
3425,"","35215","9","","2000","　　(旧 361 鹿野町)",3740,4122,-382,-9.2673459486,181.46,20.6
3426,"","35216","2","2010","","山陽小野田市",64550,66261,-1711,-2.5822127647,132.99,485.4
3427,"","35216","9","","2000","　　(旧 209 小野田市)",43300,44379,-1079,-2.4313301336,43.05,1005.8
3428,"","35216","9","","2000","　　(旧 422 山陽町)",21250,21882,-632,-2.8882186272,89.81,236.6
3429,"","35300","c","2010","2000","大島郡",19084,21392,-2308,-10.7890800299,138.17,138.1
3430,"","35305","3","2010","","周防大島町",19084,21392,-2308,-10.7890800299,138.17,138.1
3431,"","35305","9","","2000","　　(旧 301 久賀町)",3672,4188,-516,-12.3209169054,23.12,158.8
3432,"","35305","9","","2000","　　(旧 302 大島町)",6296,6903,-607,-8.7932782848,47.29,133.1
3433,"","35305","9","","2000","　　(旧 303 東和町)",4205,4833,-628,-12.9939995862,38.79,108.4
3434,"","35305","9","","2000","　　(旧 304 橘町)",4911,5468,-557,-10.1865398683,28.85,170.2
3435,"","35320","c","2010","2000","玖珂郡",6378,6441,-63,-0.9781089893,10.56,604.0
3436,"","35321","3","2010","2000","和木町",6378,6441,-63,-0.9781089893,10.56,604.0
3437,"","35340","c","2010","2000","熊毛郡",32809,34196,-1387,-4.0560299450,119.63,274.3
3438,"","35341","3","2010","2000","上関町",3332,3706,-374,-10.0917431193,34.81,95.7
3439,"","35343","3","2010","2000","田布施町",15986,16287,-301,-1.8480997114,50.35,317.5
3440,"","35344","3","2010","2000","平生町",13491,14203,-712,-5.0130254172,34.47,391.4
3441,"","35500","c","2010","2000","阿武郡",3743,4101,-358,-8.7295781517,116.07,32.2
3442,"","35502","3","2010","2000","阿武町",3743,4101,-358,-8.7295781517,116.07,32.2
3443,"","36000","a","2010","2000","徳島県",785491,809950,-24459,-3.0198160380,4146.67,189.4
3444,"","36001","b","2010","2000","徳島県 市部",588440,606676,-18236,-3.0058878215,2075.87,283.5
3445,"","36002","b","2010","2000","徳島県 郡部",197051,203274,-6223,-3.0613851255,2070.80,95.2
3446,"","36201","2","2010","2000","徳島市",264548,267833,-3285,-1.2265105495,191.62,1380.6
3447,"","36202","2","2010","2000","鳴門市",61513,63200,-1687,-2.6693037975,135.46,454.1
3448,"","36203","2","2010","2000","小松島市",40614,42115,-1501,-3.5640508132,45.30,896.6
3449,"","36204","2","2010","","阿南市",76063,78002,-1939,-2.4858336966,279.47,272.2
3450,"","36204","9","","2000","　　(旧 204 阿南市)",52420,54925,-2505,-4.5607646791,252.22,207.8
3451,"","36204","9","","2000","　　(旧 361 那賀川町)",10962,10914,48,0.4398020891,18.65,587.8
3452,"","36204","9","","2000","　　(旧 362 羽ノ浦町)",12681,12163,518,4.2588177259,8.52,1488.4
3453,"","36205","2","2010","","吉野川市",44020,45782,-1762,-3.8486741514,144.19,305.3
3454,"","36205","9","","2000","　　(旧 441 鴨島町)",24089,24944,-855,-3.4276779987,33.76,713.5
3455,"","36205","9","","2000","　　(旧 442 川島町)",8005,8372,-367,-4.3836598184,17.69,452.5
3456,"","36205","9","","2000","　　(旧 443 山川町)",10794,11217,-423,-3.7710617812,42.27,255.4
3457,"","36205","9","","2000","　　(旧 444 美郷村)",1132,1249,-117,-9.3674939952,50.47,22.4
3458,"","36206","2","2010","","阿波市",39247,41076,-1829,-4.4527217840,190.97,205.5
3459,"","36206","9","","2000","　　(旧 406 吉野町)",7987,8257,-270,-3.2699527673,13.32,599.6
3460,"","36206","9","","2000","　　(旧 407 土成町)",8105,8318,-213,-2.5607117095,56.61,143.2
3461,"","36206","9","","2000","　　(旧 421 市場町)",10750,11359,-609,-5.3613874461,72.46,148.4
3462,"","36206","9","","2000","　　(旧 422 阿波町)",12405,13142,-737,-5.6079744331,48.58,255.4
3463,"","36207","2","2010","","美馬市",32484,34565,-2081,-6.0205410097,367.38,88.4
3464,"","36207","9","","2000","　　(旧 461 脇町)",16895,17464,-569,-3.2581310124,111.09,152.1
3465,"","36207","9","","2000","　　(旧 462 美馬町)",8324,8911,-587,-6.5873639322,46.44,179.2
3466,"","36207","9","","2000","　　(旧 466 穴吹町)",6446,7165,-719,-10.0348918353,108.88,59.2
3467,"","36207","9","","2000","　　(旧 467 木屋平村)",819,1025,-206,-20.0975609756,100.97,8.1
3468,"","36208","2","2010","","三好市",29951,34103,-4152,-12.1748819752,721.48,41.5
3469,"","36208","9","","2000","　　(旧 481 三野町)",4812,5099,-287,-5.6285546186,43.04,111.8
3470,"","36208","9","","2000","　　(旧 483 池田町)",13875,15690,-1815,-11.5678776291,167.81,82.7
3471,"","36208","9","","2000","　　(旧 484 山城町)",4222,4928,-706,-14.3262987013,131.58,32.1
3472,"","36208","9","","2000","　　(旧 485 井川町)",4129,4853,-724,-14.9186070472,44.50,92.8
3473,"","36208","9","","2000","　　(旧 487 東祖谷山村)",1627,1929,-302,-15.6557801970,228.62,7.1
3474,"","36208","9","","2000","　　(旧 488 西祖谷山村)",1286,1604,-318,-19.8254364090,106.06,12.1
3475,"","36300","c","2010","2000","勝浦郡",7548,8258,-710,-8.5977234197,179.48,42.1
3476,"","36301","3","2010","2000","勝浦町",5765,6303,-538,-8.5356179597,69.80,82.6
3477,"","36302","3","2010","2000","上勝町",1783,1955,-172,-8.7979539642,109.68,16.3
3478,"","36320","c","2010","2000","名東郡",2588,2800,-212,-7.5714285714,42.30,61.2
3479,"","36321","3","2010","2000","佐那河内村",2588,2800,-212,-7.5714285714,42.30,61.2
3480,"","36340","c","2010","2000","名西郡",31992,32992,-1000,-3.0310378274,202.14,158.3
3481,"","36341","3","2010","2000","石井町",25954,26068,-114,-0.4373177843,28.83,900.2
3482,"","36342","3","2010","2000","神山町",6038,6924,-886,-12.7960716349,173.31,34.8
3483,"","36360","c","2010","2000","那賀郡",9318,10695,-1377,-12.8751753156,694.86,13.4
3484,"","36368","3","2010","","那賀町",9318,10695,-1377,-12.8751753156,694.86,13.4
3485,"","36368","9","","2000","　　(旧 363 鷲敷町)",2908,3254,-346,-10.6330669945,30.14,96.5
3486,"","36368","9","","2000","　　(旧 364 相生町)",2740,3049,-309,-10.1344703181,101.04,27.1
3487,"","36368","9","","2000","　　(旧 365 上那賀町)",1723,2027,-304,-14.9975333004,175.27,9.8
3488,"","36368","9","","2000","　　(旧 366 木沢村)",618,813,-195,-23.9852398524,154.97,4.0
3489,"","36368","9","","2000","　　(旧 367 木頭村)",1329,1552,-223,-14.3685567010,233.44,5.7
3490,"","36380","c","2010","2000","海部郡",23037,25624,-2587,-10.0960037465,525.00,43.9
3491,"","36383","3","2010","2000","牟岐町",4826,5391,-565,-10.4804303469,56.57,85.3
3492,"","36387","3","2010","","美波町",7765,8726,-961,-11.0130644052,140.85,55.1
3493,"","36387","9","","2000","　　(旧 381 由岐町)",2853,3270,-417,-12.7522935780,23.16,123.2
3494,"","36387","9","","2000","　　(旧 382 日和佐町)",4912,5456,-544,-9.9706744868,117.69,41.7
3495,"","36388","3","2010","","海陽町",10446,11507,-1061,-9.2204744938,327.58,31.9
3496,"","36388","9","","2000","　　(旧 384 海南町)",5239,5789,-550,-9.5007773363,209.22,25.0
3497,"","36388","9","","2000","　　(旧 385 海部町)",2098,2342,-244,-10.4184457728,26.36,79.6
3498,"","36388","9","","2000","　　(旧 386 宍喰町)",3109,3376,-267,-7.9087677725,92.00,33.8
3499,"","36400","c","2010","2000","板野郡",97034,95557,1477,1.5456743096,109.67,884.8
3500,"","36401","3","2010","2000","松茂町",15070,14926,144,0.9647594801,13.94,1081.1
3501,"","36402","3","2010","2000","北島町",21658,20703,955,4.6128580399,8.77,2469.6
3502,"","36403","3","2010","2000","藍住町",33338,32286,1052,3.2583782444,16.27,2049.0
3503,"","36404","3","2010","2000","板野町",14241,14519,-278,-1.9147324196,36.18,393.6
3504,"","36405","3","2010","2000","上板町",12727,13123,-396,-3.0176026823,34.51,368.8
3505,"","36460","c","2010","2000","美馬郡",10490,11722,-1232,-10.5101518512,194.80,53.9
3506,"","36468","3","2010","","つるぎ町",10490,11722,-1232,-10.5101518512,194.80,53.9
3507,"","36468","9","","2000","　　(旧 463 半田町)",4473,5004,-531,-10.6115107914,51.52,86.8
3508,"","36468","9","","2000","　　(旧 464 貞光町)",5098,5583,-485,-8.6870857962,45.40,112.3
3509,"","36468","9","","2000","　　(旧 465 一宇村)",919,1135,-216,-19.0308370044,97.88,9.4
3510,"","36480","c","2010","2000","三好郡",15044,15626,-582,-3.7245616281,122.55,122.8
3511,"","36489","3","2010","","東みよし町",15044,15626,-582,-3.7245616281,122.55,122.8
3512,"","36489","9","","2000","　　(旧 482 三好町)",5753,6009,-256,-4.2602762523,54.84,104.9
3513,"","36489","9","","2000","　　(旧 486 三加茂町)",9291,9617,-326,-3.3898305085,67.74,137.2
3514,"","37000","a","2010","2000","香川県",995842,1012400,-16558,-1.6355195575,1876.53,530.7
3515,"","37001","b","2010","2000","香川県 市部",837167,849060,-11893,-1.4007255082,1271.63,658.3
3516,"","37002","b","2010","2000","香川県 郡部",158675,163340,-4665,-2.8560058773,604.90,262.3
3517,"","37201","2","2010","","高松市",419429,418125,1304,0.3118684604,375.12,1118.1
3518,"","37201","9","","2000","　　(旧 201 高松市)",337617,334457,3160,0.9448150285,194.33,1737.3
3519,"","37201","9","","2000","　　(旧 342 牟礼町)",17855,17863,-8,-0.0447853104,16.48,1083.4
3520,"","37201","9","","2000","　　(旧 343 庵治町)",5640,6121,-481,-7.8581931057,15.82,356.5
3521,"","37201","9","","2000","　　(旧 361 塩江町)",3074,3445,-371,-10.7692307692,80.10,38.4
3522,"","37201","9","","2000","　　(旧 362 香川町)",23534,24220,-686,-2.8323699422,27.33,861.1
3523,"","37201","9","","2000","　　(旧 363 香南町)",7748,7991,-243,-3.0409210362,14.72,526.4
3524,"","37201","9","","2000","　　(旧 383 国分寺町)",23961,24028,-67,-0.2788413518,26.25,912.8
3525,"","37202","2","2010","","丸亀市",110473,110085,388,0.3524549212,111.79,988.2
